0,0.5970693,0.59876114,0.5874909,1
500,0.99998677,0.09595404,0.9916893,2
1000,0.9998821,0.029827664,0.984003,3
1500,0.99708706,0.022668486,0.95401555,4
2000,0.9940712,0.023961712,0.9331495,5
2500,0.9949529,0.004027515,0.9427094,6
3000,0.96959734,0.00038344294,0.87448484,7
3500,0.9686122,0.00010560968,0.91700053,8
4000,0.91709065,5.596776e-06,0.8851901,9
4500,0.93800944,5.8066973e-07,0.904351,10
5000,0.8657603,3.104315e-08,0.6877351,11
5500,0.83495843,3.1588518e-09,0.5644986,12
6000,0.76571864,8.841022e-09,0.63322204,13
6500,0.6433413,4.875355e-10,0.4106849,14
7000,0.60531545,2.0265623e-11,0.42990124,15
7500,0.7164761,3.654555e-12,0.113603204,16
8000,0.8965468,1.1752075e-13,0.20306122,17
8500,0.5141579,1.2320919e-15,0.12978704,18
9000,0.5496897,2.0709663e-16,0.05338904,19
9500,0.26154828,6.1684374e-17,0.021214228,20
10000,0.42753118,3.1469815e-20,0.011466656,21
10500,0.9315302,6.503354e-23,0.0019260774,22
11000,0.9903831,2.8352247e-24,0.0021380016,23
11500,0.9933542,8.0921263e-25,0.0005641467,24
12000,0.9901906,2.6306462e-27,0.026861303,25
12500,0.924833,8.641954e-28,0.00015348218,26
13000,0.9124672,9.34716e-31,0.0032980838,27
13500,0.91756946,5.269514e-29,0.0003851749,28
14000,0.74419117,2.1761005e-30,0.002605183,29
14500,0.37355763,1.5415565e-30,0.0023592198,30
15000,0.396381,6.32584e-37,0.0012606719,31
15500,0.027133051,1.8062959e-37,0.00014256923,32
16000,0.023256859,2.464932e-38,0.00046050802,33
16500,0.83622855,0.0,0.000675227,34
17000,0.020094337,0.0,7.727112e-05,35
17500,0.0042113224,0.0,2.04602e-05,36
18000,0.8142896,0.0,3.1799096e-05,37
18500,0.0019493168,0.0,0.00067971065,38
19000,0.0051232916,0.0,3.5912777e-07,39
19500,0.055654287,0.0,0.0002680621,40
20000,0.7826613,0.0,5.562482e-06,41
20500,0.00026113878,0.0,5.6225676e-06,42
21000,2.0233854e-05,0.0,8.674936e-07,43
21500,6.7281e-05,0.0,5.110917e-07,44
22000,0.006003203,0.0,2.5883122e-07,45
22500,0.017112918,0.0,1.8211034e-07,46
23000,5.6981125e-06,0.0,2.6525416e-07,47
23500,0.5710486,0.0,1.12283864e-07,48
24000,0.0056972248,0.0,3.123821e-08,49
24500,0.006534446,0.0,1.1119545e-07,50
25000,0.010076132,0.0,0.005748668,51
25500,0.031298056,0.0,7.6769105e-08,52
26000,0.008144823,0.0,0.008144823,53
26500,4.069197e-06,0.0,3.3400053e-08,54
27000,9.339229e-07,0.0,7.7954844e-08,55
27500,1.6325013e-06,0.0,1.6325013e-06,56
28000,6.986406e-06,0.0,5.45264e-07,57
28500,0.0068865647,0.0,2.7405468e-08,58
29000,0.032292392,0.0,2.742048e-07,59
29500,0.017913813,0.0,2.2627778e-07,60
30000,0.06265183,0.0,1.8176142e-07,61
30500,0.00056725275,0.0,1.7037671e-06,62
31000,0.06635154,0.0,0.011828037,63
31500,0.013554497,0.0,2.9246686e-07,64
32000,0.01575175,0.0,9.479198e-06,65
32500,6.792385e-05,0.0,3.2569349e-06,66
33000,0.09580586,0.0,6.3501625e-06,67
33500,5.9587084e-05,0.0,1.3145773e-06,68
34000,1.7931732e-05,0.0,3.2078997e-06,69
34500,0.00030107584,0.0,3.7956308e-06,70
35000,3.5986939e-06,0.0,3.5986939e-06,71
35500,2.7813348e-06,0.0,2.7813348e-06,72
36000,5.414721e-06,0.0,5.414721e-06,73
36500,5.4257466e-06,0.0,5.4257466e-06,74
37000,0.10230721,0.0,9.200242e-06,75
37500,2.2836794e-05,0.0,8.563683e-06,76
38000,7.092677e-06,0.0,4.825499e-07,77
38500,0.016127748,0.0,3.0320132e-06,78
39000,9.04824e-06,0.0,7.83533e-06,79
39500,0.0005552571,0.0,3.3234622e-09,80
40000,1.2479574e-05,0.0,4.6196374e-06,81
40500,5.8478327e-06,0.0,5.8478327e-06,82
41000,6.539681e-07,0.0,2.4826506e-06,83
41500,0.018191,0.0,2.5444534e-08,84
42000,3.8882217e-06,0.0,4.086382e-06,85
42500,2.378808e-05,0.0,1.468544e-08,86
43000,2.0633475e-05,0.0,1.6025002e-08,87
43500,0.0002405672,0.0,6.40414e-08,88
44000,1.5702473e-06,0.0,3.9341295e-08,89
44500,0.006985937,0.0,9.976321e-08,90
45000,0.0011788202,0.0,3.6803815e-08,91
45500,0.0018839596,0.0,1.5022085e-08,92
46000,0.17231068,0.0,1.420942e-08,93
46500,0.025537632,0.0,2.5451072e-06,94
47000,0.18965147,0.0,1.6478898e-06,95
47500,0.6178016,0.0,2.4472103e-08,96
48000,0.21057934,0.0,2.2285333e-08,97
48500,0.0017792416,0.0,2.1736854e-08,98
49000,0.013685976,0.0,1.1957737e-06,99
49500,7.0122886e-05,0.0,4.895672e-09,100
50000,5.003032e-08,0.0,1.2675507e-09,101
