0,0.0955,0.095,0.0946,1
500,0.2904,0.2779,0.1899,2
1000,0.3077,0.2919,0.198,3
1500,0.3635,0.3599,0.1852,4
2000,0.3302,0.3202,0.1845,5
2500,0.366,0.3537,0.189,6
3000,0.3435,0.3345,0.1959,7
3500,0.3575,0.3476,0.1865,8
4000,0.2921,0.2788,0.1957,9
4500,0.3705,0.362,0.1786,10
5000,0.3578,0.3545,0.1835,11
5500,0.3517,0.3435,0.1971,12
6000,0.3146,0.306,0.1959,13
6500,0.3464,0.3365,0.1675,14
7000,0.3464,0.3355,0.1743,15
7500,0.3295,0.309,0.1831,16
8000,0.3584,0.3467,0.1846,17
8500,0.3447,0.3312,0.1986,18
9000,0.3297,0.326,0.1897,19
9500,0.3517,0.3423,0.1848,20
10000,0.3531,0.3449,0.1795,21
10500,0.3238,0.3207,0.1881,22
11000,0.3825,0.3783,0.1845,23
11500,0.3469,0.3318,0.1929,24
12000,0.3615,0.3527,0.1905,25
12500,0.3525,0.3412,0.1873,26
13000,0.3173,0.3045,0.1856,27
13500,0.3652,0.3484,0.1879,28
14000,0.3657,0.358,0.1814,29
14500,0.3357,0.3216,0.1971,30
15000,0.3708,0.3576,0.1874,31
15500,0.3668,0.3577,0.1791,32
16000,0.3626,0.3479,0.1842,33
16500,0.3328,0.3206,0.1989,34
17000,0.3593,0.3472,0.2011,35
17500,0.3532,0.3341,0.1962,36
18000,0.3525,0.3492,0.1708,37
18500,0.3363,0.323,0.1846,38
19000,0.3579,0.3385,0.1829,39
19500,0.3496,0.3473,0.1824,40
20000,0.3561,0.3486,0.1776,41
20500,0.3227,0.311,0.1791,42
21000,0.3662,0.3521,0.191,43
21500,0.3357,0.3249,0.1808,44
22000,0.3469,0.3446,0.169,45
22500,0.3638,0.3505,0.1967,46
23000,0.3674,0.3447,0.1865,47
23500,0.3751,0.3626,0.1752,48
24000,0.3495,0.3447,0.1773,49
24500,0.3447,0.3409,0.1682,50
25000,0.3242,0.316,0.1971,51
25500,0.3246,0.3043,0.1871,52
26000,0.336,0.3224,0.1909,53
26500,0.3544,0.3493,0.1872,54
27000,0.3565,0.3516,0.1767,55
27500,0.3444,0.3349,0.1748,56
28000,0.366,0.3512,0.1908,57
28500,0.3558,0.3364,0.1703,58
29000,0.3661,0.3561,0.198,59
29500,0.3578,0.3569,0.1672,60
30000,0.3346,0.3282,0.1621,61
30500,0.3172,0.3049,0.1933,62
31000,0.3492,0.326,0.1878,63
31500,0.3669,0.3504,0.1812,64
32000,0.3421,0.3357,0.1581,65
32500,0.3371,0.332,0.195,66
33000,0.3375,0.3222,0.1867,67
33500,0.364,0.361,0.1684,68
34000,0.3593,0.3534,0.1751,69
34500,0.3491,0.3401,0.1866,70
35000,0.3557,0.3394,0.1968,71
35500,0.3549,0.3469,0.1925,72
36000,0.3219,0.3112,0.2102,73
36500,0.3617,0.3524,0.2056,74
37000,0.3467,0.3331,0.1945,75
37500,0.3753,0.3727,0.1915,76
38000,0.3501,0.3308,0.1997,77
38500,0.3726,0.3693,0.17,78
39000,0.3521,0.3425,0.1914,79
39500,0.3625,0.3428,0.1897,80
40000,0.3463,0.3339,0.1893,81
40500,0.3654,0.357,0.1685,82
41000,0.3505,0.3414,0.1893,83
41500,0.362,0.3556,0.1934,84
42000,0.3668,0.3469,0.1919,85
42500,0.3579,0.3478,0.1857,86
43000,0.3426,0.3305,0.2015,87
43500,0.3202,0.3103,0.1847,88
44000,0.3188,0.3023,0.2065,89
44500,0.3578,0.3524,0.1804,90
45000,0.3782,0.3662,0.1881,91
45500,0.3428,0.3394,0.184,92
46000,0.3514,0.3403,0.2006,93
46500,0.3687,0.3609,0.1813,94
47000,0.3686,0.3607,0.1952,95
47500,0.346,0.3429,0.1663,96
48000,0.3514,0.3436,0.1837,97
48500,0.3716,0.3587,0.1845,98
49000,0.3641,0.3558,0.1884,99
49500,0.3544,0.3429,0.1925,100
50000,0.3555,0.3435,0.1863,101
